,hgnc.symbol,bin.id
ARHGEF7-AS2,ARHGEF7-AS2,14772
ARHGEF7,ARHGEF7,14772
ARHGEF7-IT1,ARHGEF7-IT1,14772
ARHGEF7-AS1,ARHGEF7-AS1,14772
TEX29,TEX29,14773
LINC02337,LINC02337,14775
LINC00354,LINC00354,14776
SOX1-OT,SOX1-OT,14778
SOX1,SOX1,14778
LINC00404,LINC00404,14778
LINC01070,LINC01070,14779
LINC01043,LINC01043,14779
LINC01044,LINC01044,14779
SPACA7,SPACA7,14780
TUBGCP3,TUBGCP3,14781
ATP11AUN,ATP11AUN,14782
ATP11A,ATP11A,14782
ATP11A-AS1,ATP11A-AS1,14782
MCF2L,MCF2L,14783
MCF2L-AS1,MCF2L-AS1,14784
F7,F7,14785
F10,F10,14785
F10-AS1,F10-AS1,14785
KARS1P2,KARS1P2,14785
PROZ,PROZ,14785
PCID2,PCID2,14786
CUL4A,CUL4A,14786
MIR8075,MIR8075,14786
LDHBP1,LDHBP1,14786
LAMP1,LAMP1,14786
GRTP1,GRTP1,14787
GRTP1-AS1,GRTP1-AS1,14787
ADPRHL1,ADPRHL1,14787
DCUN1D2,DCUN1D2,14788
DCUN1D2-AS,DCUN1D2-AS,14788
RNU1-16P,RNU1-16P,14788
TMCO3,TMCO3,14788
TFDP1,TFDP1,14788
ATP4B,ATP4B,14789
GRK1,GRK1,14789
LINC00552,LINC00552,14789
TMEM255B,TMEM255B,14789
GAS6-AS1,GAS6-AS1,14790
GAS6,GAS6,14790
GAS6-DT,GAS6-DT,14790
LINC00454,LINC00454,14790
LINC00452,LINC00452,14790
SWINGN,SWINGN,14791
C13orf46,C13orf46,14791
RASA3,RASA3,14791
RASA3-IT1,RASA3-IT1,14792
CFAP97D2,CFAP97D2,14792
CDC16,CDC16,14793
MIR548AR,MIR548AR,14793
MIR4502,MIR4502,14793
UPF3A,UPF3A,14793
CLCP2,CLCP2,14793
CHAMP1,CHAMP1,14793
LINC01054,LINC01054,14793
RPL23AP97,RPL23AP97,14793
RNU6-458P,RNU6-458P,14794
BNIP3P6,BNIP3P6,14794
OR11H12,OR11H12,14794
ARHGAP42P5,ARHGAP42P5,14794
LINC02297,LINC02297,14794
RPL22P20,RPL22P20,14794
NF1P10,NF1P10,14794
NEK2P1,NEK2P1,14794
NF1P7,NF1P7,14794
MED15P1,MED15P1,14794
POTEM,POTEM,14794
RNU6-1239P,RNU6-1239P,14794
GRAMD4P4,GRAMD4P4,14794
DUXAP9,DUXAP9,14794
NBEAP5,NBEAP5,14794
OR11H13P,OR11H13P,14794
CDRT15P13,CDRT15P13,14794
NBEAP6,NBEAP6,14794
TOMM40P1,TOMM40P1,14794
BMS1P17,BMS1P17,14794
LINC01297,LINC01297,14794
GRAMD4P3,GRAMD4P3,14794
POTEG,POTEG,14794
RNU6-1268P,RNU6-1268P,14794
MED15P6,MED15P6,14794
NF1P4,NF1P4,14794
NF1P11,NF1P11,14794
ARHGAP42P4,ARHGAP42P4,14794
OR11H2,OR11H2,14794
OR4N2,OR4N2,14794
OR11K2P,OR11K2P,14794
OR4Q3,OR4Q3,14794
OR4H12P,OR4H12P,14794
OR4M1,OR4M1,14794
OR4N1P,OR4N1P,14794
OR4K6P,OR4K6P,14794
OR4K3,OR4K3,14795
OR4K2,OR4K2,14795
OR4K4P,OR4K4P,14795
OR4K5,OR4K5,14795
OR4K1,OR4K1,14795
OR4K16P,OR4K16P,14795
OR4K15,OR4K15,14795
OR4Q2,OR4Q2,14796
OR4K14,OR4K14,14796
OR4K13,OR4K13,14796
OR4U1P,OR4U1P,14796
OR4L1,OR4L1,14796
RNA5SP380,RNA5SP380,14796
OR4T1P,OR4T1P,14796
OR4K17,OR4K17,14796
OR4N5,OR4N5,14796
PSMB7P1,PSMB7P1,14797
GTF2IP22,GTF2IP22,14797
OR11G1P,OR11G1P,14797
OR11P1P,OR11P1P,14797
OR11G2,OR11G2,14797
OR11H5P,OR11H5P,14797
OR11H6,OR11H6,14797
OR11H7,OR11H7,14797
OR11H4,OR11H4,14797
TTC5,TTC5,14797
CCNB1IP1,CCNB1IP1,14798
SNORA79B,SNORA79B,14798
SNORD126,SNORD126,14798
RPPH1,RPPH1,14798
PARP2,PARP2,14798
TEP1,TEP1,14798
RNA5SP382,RNA5SP382,14798
KLHL33,KLHL33,14798
OSGEP,OSGEP,14799
APEX1,APEX1,14799
PIP4P1,PIP4P1,14799
PNP,PNP,14799
RNASE10,RNASE10,14799
PTCD2P1,PTCD2P1,14799
SETP1,SETP1,14799
RNASE9,RNASE9,14799
RNASE11,RNASE11,14800
RNASE11-AS1,RNASE11-AS1,14800
RNASE12,RNASE12,14800
OR6S1,OR6S1,14800
ANG,ANG,14800
RNASE4,RNASE4,14800
EGILA,EGILA,14800
RANBP20P,RANBP20P,14801
EDDM3DP,EDDM3DP,14801
EDDM3A,EDDM3A,14801
EDDM3B,EDDM3B,14801
RNASE6,RNASE6,14801
RNASE1,RNASE1,14801
RNASE3,RNASE3,14802
RNASE2CP,RNASE2CP,14802
RNASE2,RNASE2,14802
RN7SL189P,RN7SL189P,14802
METTL17,METTL17,14802
SLC39A2,SLC39A2,14803
NDRG2,NDRG2,14803
MIR6717,MIR6717,14803
TPPP2,TPPP2,14803
RNASE13,RNASE13,14803
RNASE7,RNASE7,14803
RNASE8,RNASE8,14803
ARHGEF40,ARHGEF40,14803
ZNF219,ZNF219,14803
TMEM253,TMEM253,14803
CKAP2P1,CKAP2P1,14803
RNU6-252P,RNU6-252P,14803
OR5AU1,OR5AU1,14804
SMARCE1P3,SMARCE1P3,14804
LINC00641,LINC00641,14804
HNRNPC,HNRNPC,14804
RPGRIP1,RPGRIP1,14805
SUPT16H,SUPT16H,14805
CHD8,CHD8,14805
SNORD9,SNORD9,14805
SNORD8,SNORD8,14805
EIF4EBP1P1,EIF4EBP1P1,14806
RN7SL650P,RN7SL650P,14806
RAB2B,RAB2B,14806
TOX4,TOX4,14806
METTL3,METTL3,14806
SALL2,SALL2,14806
RBBP4P5,RBBP4P5,14807
OR10G3,OR10G3,14807
OR10G1P,OR10G1P,14807
UBE2NP1,UBE2NP1,14807
TRAV1-1,TRAV1-1,14807
OR10G2,OR10G2,14807
TRAV1-2,TRAV1-2,14807
ARL6IP1P1,ARL6IP1P1,14807
OR4E2,OR4E2,14807
OR4E1,OR4E1,14807
TRAV2,TRAV2,14808
TRAV3,TRAV3,14808
TRAV4,TRAV4,14808
TRAV5,TRAV5,14808
RPL4P1,RPL4P1,14808
TRAV6,TRAV6,14808
TRAV7,TRAV7,14808
TRAV8-1,TRAV8-1,14808
TRAV9-1,TRAV9-1,14808
TRAV10,TRAV10,14809
TRAV11,TRAV11,14809
TRAV12-1,TRAV12-1,14809
TRAV8-2,TRAV8-2,14809
TRAV8-3,TRAV8-3,14809
TRAV13-1,TRAV13-1,14809
TRAV12-2,TRAV12-2,14809
TRAV8-4,TRAV8-4,14809
TRAV8-5,TRAV8-5,14809
TRAV13-2,TRAV13-2,14809
TRAV14DV4,TRAV14DV4,14809
TRAV9-2,TRAV9-2,14809
TRAV15,TRAV15,14809
TRAV12-3,TRAV12-3,14810
TRAV8-6,TRAV8-6,14810
TRAV16,TRAV16,14810
TRAV17,TRAV17,14810
TRAV18,TRAV18,14810
TRAV19,TRAV19,14810
TRAV20,TRAV20,14810
TRAV21,TRAV21,14810
TRAV22,TRAV22,14810
TRAV23DV6,TRAV23DV6,14810
TRDV1,TRDV1,14810
TRAV24,TRAV24,14811
TRAV25,TRAV25,14811
TRAV26-1,TRAV26-1,14811
TRAV8-7,TRAV8-7,14811
TRAV27,TRAV27,14811
TRAV28,TRAV28,14811
TRAV29DV5,TRAV29DV5,14811
TRAV30,TRAV30,14811
TRAV31,TRAV31,14811
TRAV32,TRAV32,14811
TRAV33,TRAV33,14811
TRD-AS1,TRD-AS1,14811
TRAV26-2,TRAV26-2,14811
TRAV34,TRAV34,14811
TRAV35,TRAV35,14811
TRAV36DV7,TRAV36DV7,14811
TRAV37,TRAV37,14812
TRAV38-1,TRAV38-1,14812
TRAV38-2DV8,TRAV38-2DV8,14812
TRAV39,TRAV39,14812
TRAV40,TRAV40,14812
TRAV41,TRAV41,14812
TRDV2,TRDV2,14813
TRDD1,TRDD1,14813
TRDD2,TRDD2,14813
TRDD3,TRDD3,14813
TRDJ1,TRDJ1,14813
TRDJ4,TRDJ4,14813
TRDJ2,TRDJ2,14813
TRDJ3,TRDJ3,14813
TRDC,TRDC,14813
TRDV3,TRDV3,14813
TRAJ61,TRAJ61,14813
TRAJ60,TRAJ60,14813
TRAJ59,TRAJ59,14813
TRAJ58,TRAJ58,14813
TRAJ57,TRAJ57,14813
TRAJ56,TRAJ56,14813
TRAJ55,TRAJ55,14813
TRAJ54,TRAJ54,14813
TRAJ53,TRAJ53,14813
TRAJ52,TRAJ52,14813
TRAJ51,TRAJ51,14813
TRAJ50,TRAJ50,14813
TRAJ49,TRAJ49,14813
TRAJ48,TRAJ48,14813
TRAJ47,TRAJ47,14813
TRAJ46,TRAJ46,14813
TRAJ45,TRAJ45,14813
TRAJ44,TRAJ44,14813
TRAJ43,TRAJ43,14813
TRAJ42,TRAJ42,14813
TRAJ41,TRAJ41,14813
TRAJ40,TRAJ40,14813
TRAJ39,TRAJ39,14813
TRAJ38,TRAJ38,14813
TRAJ37,TRAJ37,14813
TRAJ36,TRAJ36,14813
TRAJ35,TRAJ35,14813
TRAJ34,TRAJ34,14813
TRAJ33,TRAJ33,14813
TRAJ32,TRAJ32,14813
TRAJ31,TRAJ31,14813
TRAJ30,TRAJ30,14813
TRAJ29,TRAJ29,14814
TRAJ28,TRAJ28,14814
TRAJ27,TRAJ27,14814
TRAJ26,TRAJ26,14814
TRAJ25,TRAJ25,14814
TRAJ24,TRAJ24,14814
TRAJ23,TRAJ23,14814
TRAJ22,TRAJ22,14814
TRAJ21,TRAJ21,14814
TRAJ20,TRAJ20,14814
TRAJ19,TRAJ19,14814
TRAJ18,TRAJ18,14814
TRAJ17,TRAJ17,14814
TRAJ16,TRAJ16,14814
TRAJ14,TRAJ14,14814
TRAJ13,TRAJ13,14814
TRAJ12,TRAJ12,14814
TRAJ11,TRAJ11,14814
TRAJ10,TRAJ10,14814
TRAJ9,TRAJ9,14814
TRAJ8,TRAJ8,14814
TRAJ7,TRAJ7,14814
TRAJ6,TRAJ6,14814
TRAJ5,TRAJ5,14814
TRAJ4,TRAJ4,14814
TRAJ3,TRAJ3,14814
TRAJ2,TRAJ2,14814
TRAJ1,TRAJ1,14814
TRAC,TRAC,14814
LINC02332,LINC02332,14814
DAD1,DAD1,14814
ABHD4,ABHD4,14814
OR6J1,OR6J1,14814
OXA1L-DT,OXA1L-DT,14815
OR6E1P,OR6E1P,14815
OXA1L,OXA1L,14815
SLC7A7,SLC7A7,14815
MRPL52,MRPL52,14816
MMP14,MMP14,14816
LRP10,LRP10,14816
REM2,REM2,14816
RBM23,RBM23,14816
PRMT5-AS1,PRMT5-AS1,14816
PRMT5,PRMT5,14816
PRMT5-DT,PRMT5-DT,14816
HAUS4,HAUS4,14817
MIR4707,MIR4707,14817
AJUBA,AJUBA,14817
AJUBA-DT,AJUBA-DT,14817
C14orf93,C14orf93,14817
PSMB5,PSMB5,14817
PSMB11,PSMB11,14817
CDH24,CDH24,14817
ACIN1,ACIN1,14817
C14orf119,C14orf119,14817
CIROP,CIROP,14817
CEBPE,CEBPE,14817
SLC7A8,SLC7A8,14817
RNU6-1138P,RNU6-1138P,14818
RNF212B,RNF212B,14818
RNU6-1046P,RNU6-1046P,14818
HOMEZ,HOMEZ,14818
H3P37,H3P37,14819
PPP1R3E,PPP1R3E,14819
BCL2L2,BCL2L2,14819
BCL2L2-PABPN1,BCL2L2-PABPN1,14819
PABPN1,PABPN1,14819
SLC22A17,SLC22A17,14819
EFS,EFS,14819
IL25,IL25,14819
CMTM5,CMTM5,14819
MYH6,MYH6,14819
MIR208A,MIR208A,14819
MYH7,MYH7,14820
MIR208B,MIR208B,14820
NGDN,NGDN,14820
ZFHX2-AS1,ZFHX2-AS1,14820
ZFHX2,ZFHX2,14820
THTPA,THTPA,14821
AP1G2,AP1G2,14821
AP1G2-AS1,AP1G2-AS1,14821
JPH4,JPH4,14821
DHRS2,DHRS2,14821
BRD7P1,BRD7P1,14822
RN7SKP205,RN7SKP205,14822
LINC00596,LINC00596,14823
DHRS4-AS1,DHRS4-AS1,14823
DHRS4,DHRS4,14823
DHRS4L2,DHRS4L2,14823
DHRS4L1,DHRS4L1,14824
CARMIL3,CARMIL3,14824
CPNE6,CPNE6,14824
NRL,NRL,14824
PCK2,PCK2,14824
DCAF11,DCAF11,14824
FITM1,FITM1,14824
PSME1,PSME1,14824
EMC9,EMC9,14824
PSME2,PSME2,14825
MIR7703,MIR7703,14825
RNF31,RNF31,14825
RNA5SP383,RNA5SP383,14825
IRF9,IRF9,14825
REC8,REC8,14825
IPO4,IPO4,14825
TM9SF1,TM9SF1,14825
TSSK4,TSSK4,14825
CHMP4A,CHMP4A,14825
MDP1,MDP1,14825
NEDD8-MDP1,NEDD8-MDP1,14825
NEDD8,NEDD8,14825
GMPR2,GMPR2,14825
TINF2,TINF2,14825
TGM1,TGM1,14825
RABGGTA,RABGGTA,14825
DHRS1,DHRS1,14826
NOP9,NOP9,14826
CIDEB,CIDEB,14826
LTB4R2,LTB4R2,14826
LTB4R,LTB4R,14826
ADCY4,ADCY4,14826
RIPK3,RIPK3,14826
NFATC4,NFATC4,14826
NYNRIN,NYNRIN,14826
CBLN3,CBLN3,14827
KHNYN,KHNYN,14827
SDR39U1,SDR39U1,14827
CMA1,CMA1,14827
CTSG,CTSG,14828
GZMH,GZMH,14828
GZMB,GZMB,14828
STXBP6,STXBP6,14829
LINC02286,LINC02286,14832
HMGN2P6,HMGN2P6,14833
OR7K1P,OR7K1P,14833
LINC02306,LINC02306,14835
CYB5AP5,CYB5AP5,14839
NOVA1,NOVA1,14841
NOVA1-DT,NOVA1-DT,14842
LINC02294,LINC02294,14843
LINC02293,LINC02293,14844
MIR4307HG,MIR4307HG,14844
MIR4307,MIR4307,14844
MIR3171HG,MIR3171HG,14847
LINC00645,LINC00645,14849
MIR3171,MIR3171,14850
BNIP3P1,BNIP3P1,14854
RPL26P3,RPL26P3,14855
LINC02300,LINC02300,14856
EIF4A1P12,EIF4A1P12,14856
BTF3P2,BTF3P2,14857
FOXG1-AS1,FOXG1-AS1,14857
FOXG1,FOXG1,14857
LINC01551,LINC01551,14857
LINC02282,LINC02282,14858
LINC02281,LINC02281,14858
LINC02327,LINC02327,14858
LINC02326,LINC02326,14858
RNU6-864P,RNU6-864P,14859
RNU11-5P,RNU11-5P,14863
PRKD1,PRKD1,14863
RNU6-1234P,RNU6-1234P,14865
G2E3-AS1,G2E3-AS1,14870
SYF2P1,SYF2P1,14870
G2E3,G2E3,14870
SCFD1,SCFD1,14871
UBE2CP1,UBE2CP1,14871
RPL12P5,RPL12P5,14872
COCH,COCH,14873
STRN3,STRN3,14873
HIGD1AP17,HIGD1AP17,14873
MIR624,MIR624,14874
AP4S1,AP4S1,14874
HECTD1,HECTD1,14874
RPL21P5,RPL21P5,14874
RNU6-541P,RNU6-541P,14875
HEATR5A,HEATR5A,14876
ATP5MC1P2,ATP5MC1P2,14876
HEATR5A-DT,HEATR5A-DT,14877
DTD2,DTD2,14877
GPR33,GPR33,14877
NUBPL,NUBPL,14877
NUBPL-DT,NUBPL-DT,14878
RNU6-602P,RNU6-602P,14878
RNU6-455P,RNU6-455P,14879
LINC02313,LINC02313,14880
ARHGAP5-AS1,ARHGAP5-AS1,14881
ARHGAP5,ARHGAP5,14881
RNU6-7,RNU6-7,14882
RNU6-8,RNU6-8,14882
KIAA1143P1,KIAA1143P1,14883
AKAP6,AKAP6,14883
RN7SL660P,RN7SL660P,14884
MTCO1P2,MTCO1P2,14884
NPAS3,NPAS3,14887
EGLN3,EGLN3,14895
EGLN3-AS1,EGLN3-AS1,14896
SPTSSA,SPTSSA,14898
RPL23AP71,RPL23AP71,14899
EAPP,EAPP,14899
RNU1-27P,RNU1-27P,14899
RNU1-28P,RNU1-28P,14899
SNX6,SNX6,14899
RPS19P3,RPS19P3,14899
RNU6-1261P,RNU6-1261P,14900
RPL23AP8,RPL23AP8,14900
CFL2,CFL2,14900
RPL12P6,RPL12P6,14900
BAZ1A,BAZ1A,14901
RNU7-41P,RNU7-41P,14901
BAZ1A-AS1,BAZ1A-AS1,14901
SRP54-AS1,SRP54-AS1,14902
IGBP1P1,IGBP1P1,14902
SRP54,SRP54,14902
FAM177A1,FAM177A1,14903
PPP2R3C,PPP2R3C,14903
PRORP,PRORP,14903
RPL23AP70,RPL23AP70,14903
SEPTIN7P1,SEPTIN7P1,14903
MRPL57P8,MRPL57P8,14904
DPRXP3,DPRXP3,14904
RPL7AP3,RPL7AP3,14904
RPL9P3,RPL9P3,14904
PSMA6,PSMA6,14904
RPLP0P3,RPLP0P3,14905
NFKBIA,NFKBIA,14905
DNAJC8P1,DNAJC8P1,14905
RPS3AP4,RPS3AP4,14906
KRT18P6,KRT18P6,14906
INSM2,INSM2,14906
RALGAPA1,RALGAPA1,14906
QRSL1P3,QRSL1P3,14908
NUTF2P2,NUTF2P2,14908
BRMS1L,BRMS1L,14908
ILF2P2,ILF2P2,14910
LINC00609,LINC00609,14910
PTCSC3,PTCSC3,14910
RN7SKP21,RN7SKP21,14911
MBIP,MBIP,14912
DPPA3P2,DPPA3P2,14912
RNU7-93P,RNU7-93P,14912
SFTA3,SFTA3,14913
NKX2-1,NKX2-1,14913
NKX2-1-AS1,NKX2-1-AS1,14913
PHKBP2,PHKBP2,14913
RPL29P3,RPL29P3,14914
NKX2-8,NKX2-8,14914
RN7SKP257,RN7SKP257,14914
PAX9,PAX9,14914
SLC25A21,SLC25A21,14914
MIR4503,MIR4503,14916
SLC25A21-AS1,SLC25A21-AS1,14918
RNU6-273P,RNU6-273P,14918
MIPOL1,MIPOL1,14918
RNU6-886P,RNU6-886P,14920
FOXA1,FOXA1,14921
TTC6,TTC6,14921
RNU6-1277P,RNU6-1277P,14923
LINC00517,LINC00517,14923
SSTR1,SSTR1,14925
CLEC14A,CLEC14A,14926
KRT8P1,KRT8P1,14929
LINC00639,LINC00639,14929
SEC23A,SEC23A,14931
SEC23A-AS1,SEC23A-AS1,14932
PPIAP4,PPIAP4,14932
GEMIN2,GEMIN2,14932
TRAPPC6B,TRAPPC6B,14932
RPL7AP2,RPL7AP2,14932
PNN-AS1,PNN-AS1,14932
PNN,PNN,14932
YTHDF2P1,YTHDF2P1,14933
MIA2,MIA2,14933
MIA2-AS1,MIA2-AS1,14933
GLRX5P3,GLRX5P3,14934
COILP1,COILP1,14934
FBXO33,FBXO33,14934
LINC02315,LINC02315,14945
LRFN5-DT,LRFN5-DT,14949
LRFN5,LRFN5,14950
FKBP1BP1,FKBP1BP1,14951
YWHAQP1,YWHAQP1,14958
TUBBP3,TUBBP3,14962
HNRNPUP1,HNRNPUP1,14962
KRT8P2,KRT8P2,14963
ARHGAP16P,ARHGAP16P,14964
LINC02307,LINC02307,14967
EIF4BP1,EIF4BP1,14967
YWHAZP1,YWHAZP1,14969
LINC02277,LINC02277,14970
FSCB,FSCB,14970
LINC02302,LINC02302,14972
DOCK11P1,DOCK11P1,14973
RRAGAP1-AS1,RRAGAP1-AS1,14973
RRAGAP1,RRAGAP1,14973
C14orf28,C14orf28,14973
KLHL28,KLHL28,14973
TOGARAM1,TOGARAM1,14973
PRPF39-DT,PRPF39-DT,14974
PRPF39,PRPF39,14974
SNORD127,SNORD127,14975
FKBP3,FKBP3,14975
FANCM,FANCM,14975
MIS18BP1,MIS18BP1,14975
RNU6-552P,RNU6-552P,14976
DNAJC19P9,DNAJC19P9,14976
LINC02303,LINC02303,14979
LINC00871,LINC00871,14980
RPL10L,RPL10L,14985
MDGA2,MDGA2,14987
RPA2P1,RPA2P1,14988
RPL13AP2,RPL13AP2,14989
RPS15AP3,RPS15AP3,14991
MIR548Y,MIR548Y,14994
LINC00648,LINC00648,14994
RNU6-297P,RNU6-297P,14998
RPL18P1,RPL18P1,14999
ATP5MC2P2,ATP5MC2P2,15005
RNA5SP384,RNA5SP384,15006
RPS29,RPS29,15006
RPL32P29,RPL32P29,15006
RN7SL1,RN7SL1,15007
LRR1,LRR1,15007
RHOQP1,RHOQP1,15007
RPL36AL,RPL36AL,15007
MGAT2,MGAT2,15007
DNAAF2,DNAAF2,15007
POLE2,POLE2,15007
STK16P1,STK16P1,15007
RNU6ATAC30P,RNU6ATAC30P,15007
KLHDC1,KLHDC1,15007
KLHDC2,KLHDC2,15008
NEMF,NEMF,15008
RNU6-539P,RNU6-539P,15008
RN7SL3,RN7SL3,15008
RN7SL2,RN7SL2,15009
ARF6,ARF6,15009
RNU6-189P,RNU6-189P,15009
LINC01588,LINC01588,15009
MIR6076,MIR6076,15009
PDLIM1P1,PDLIM1P1,15010
RN7SKP193,RN7SKP193,15010
VCPKMT,VCPKMT,15010
SOS2,SOS2,15010
L2HGDH,L2HGDH,15011
MIR4504,MIR4504,15012
DMAC2L,DMAC2L,15012
CDKL1,CDKL1,15012
MAP4K5,MAP4K5,15013
ATL1,ATL1,15013
SNRPGP1,SNRPGP1,15014
SAV1,SAV1,15014
RN7SL452P,RN7SL452P,15014
ZFP64P1,ZFP64P1,15015
NIN,NIN,15015
PYGL,PYGL,15016
ABHD12B,ABHD12B,15016
TRIM9,TRIM9,15017
TMX1,TMX1,15019
LINC00519,LINC00519,15019
LINC00640,LINC00640,15019
FRMD6-AS2,FRMD6-AS2,15020
SETP2,SETP2,15020
FRMD6,FRMD6,15020
RNU6-1291P,RNU6-1291P,15021
RNA5SP385,RNA5SP385,15022
RNU6-301P,RNU6-301P,15022
OR7E105P,OR7E105P,15022
OR7E106P,OR7E106P,15022
OR7E159P,OR7E159P,15022
GNG2,GNG2,15023
RTRAF,RTRAF,15024
NID2,NID2,15024
LINC02319,LINC02319,15025
COX5AP2,COX5AP2,15025
PTGDR,PTGDR,15026
PTGER2,PTGER2,15026
TXNDC16,TXNDC16,15027
GPR137C,GPR137C,15028
ERO1A,ERO1A,15029
PSMC6,PSMC6,15029
STYX,STYX,15029
GNPNAT1,GNPNAT1,15030
FERMT2,FERMT2,15030
DDHD1,DDHD1,15032
DDHD1-DT,DDHD1-DT,15032
RPS3AP46,RPS3AP46,15036
LINC02331,LINC02331,15036
MIR5580,MIR5580,15038
BMP4,BMP4,15038
ATP5F1CP1,ATP5F1CP1,15038
CDKN3,CDKN3,15041
CNIH1,CNIH1,15041
GMFB,GMFB,15042
CGRRF1,CGRRF1,15042
SAMD4A,SAMD4A,15043
SAMD4A-AS1,SAMD4A-AS1,15043
GCH1,GCH1,15045
RNU6ATAC9P,RNU6ATAC9P,15045
MIR4308,MIR4308,15045
FDPSP3,FDPSP3,15045
WDHD1,WDHD1,15045
RPSAP13,RPSAP13,15046
SOCS4,SOCS4,15046
MAPK1IP1L,MAPK1IP1L,15046
LGALS3,LGALS3,15047
DLGAP5,DLGAP5,15047
COX5AP1,COX5AP1,15047
FBXO34-AS1,FBXO34-AS1,15048
FBXO34,FBXO34,15048
CHMP4BP1,CHMP4BP1,15048
ATG14,ATG14,15048
HMGN1P1,HMGN1P1,15049
RPL21P6,RPL21P6,15049
TBPL2,TBPL2,15049
KTN1-AS1,KTN1-AS1,15049
RPL7AP4,RPL7AP4,15050
ABI1P1,ABI1P1,15050
KTN1,KTN1,15050
RPL13AP3,RPL13AP3,15051
LINC00520,LINC00520,15051
PELI2,PELI2,15054
LINC02284,LINC02284,15055
TMEM260,TMEM260,15056
RPL36AP1,RPL36AP1,15058
OTX2,OTX2,15059
OTX2-AS1,OTX2-AS1,15059
RN7SL461P,RN7SL461P,15059
RNU6-1204P,RNU6-1204P,15059
RPL3P3,RPL3P3,15060
EXOC5,EXOC5,15062
AP5M1,AP5M1,15062
NAA30,NAA30,15063
CCDC198,CCDC198,15063
SLC35F4,SLC35F4,15064
RN7SKP99,RN7SKP99,15066
ARMH4,ARMH4,15067
UBA52P3,UBA52P3,15068
RN7SL598P,RN7SL598P,15069
ACTR10,ACTR10,15069
PSMA3,PSMA3,15069
PSMA3-AS1,PSMA3-AS1,15069
HMGB1P14,HMGB1P14,15069
RNU6-341P,RNU6-341P,15069
ARID4A,ARID4A,15069
TOMM20L-DT,TOMM20L-DT,15070
TOMM20L,TOMM20L,15070
TIMM9,TIMM9,15070
KIAA0586,KIAA0586,15070
HSBP1P1,HSBP1P1,15071
HNRNPCP1,HNRNPCP1,15071
RPL9P5,RPL9P5,15071
DACT1,DACT1,15072
LINC01500,LINC01500,15072
AKR1B1P5,AKR1B1P5,15075
PPIAP5,PPIAP5,15076
DAAM1,DAAM1,15076
GPR135,GPR135,15078
L3HYPDH,L3HYPDH,15078
JKAMP,JKAMP,15078
CCDC175,CCDC175,15078
RTN1,RTN1,15079
MIR5586,MIR5586,15079
LRRC9,LRRC9,15081
PCNX4-DT,PCNX4-DT,15081
PCNX4,PCNX4,15082
DHRS7,DHRS7,15083
SCOCP1,SCOCP1,15083
PSMA3P1,PSMA3P1,15083
RPL17P2,RPL17P2,15083
PPM1A,PPM1A,15084
LINC02322,LINC02322,15084
C14orf39,C14orf39,15085
RBM8B,RBM8B,15085
GNRHR2P1,GNRHR2P1,15085
SALL4P7,SALL4P7,15085
SIX6,SIX6,15085
SALRNA1,SALRNA1,15086
SIX1,SIX1,15086
SIX4,SIX4,15087
MNAT1,MNAT1,15087
MAD2L1P1,MAD2L1P1,15087
SRMP2,SRMP2,15088
TRMT5,TRMT5,15089
RNU6-398P,RNU6-398P,15089
SLC38A6,SLC38A6,15089
PRKCH,PRKCH,15090
TMEM30B,TMEM30B,15091
PRKCH-AS1,PRKCH-AS1,15091
LINC01303,LINC01303,15093
LINC03033,LINC03033,15093
HIF1A-AS1,HIF1A-AS1,15094
HIF1A,HIF1A,15094
HIF1A-AS3,HIF1A-AS3,15094
SNAPC1,SNAPC1,15094
SYT16,SYT16,15095
COX4I1P1,COX4I1P1,15095
SERTAD4BP,SERTAD4BP,15097
LINC00644,LINC00644,15097
ATP5F1AP4,ATP5F1AP4,15100
KCNH5,KCNH5,15101
PARP1P2,PARP1P2,15104
RHOJ,RHOJ,15105
GPHB5,GPHB5,15105
PPP2R5E,PPP2R5E,15106
GCATP1,GCATP1,15108
WDR89,WDR89,15108
HSPE1P2,HSPE1P2,15108
RNU6-597P,RNU6-597P,15108
RNU6-1162P,RNU6-1162P,15108
SGPP1,SGPP1,15108
EIF2S2P1,EIF2S2P1,15109
RNU7-116P,RNU7-116P,15109
SYNE2,SYNE2,15109
RPS28P1,RPS28P1,15109
ESR2,ESR2,15111
MIR548H1,MIR548H1,15111
TEX21P,TEX21P,15113
MTHFD1,MTHFD1,15113
ZBTB25,ZBTB25,15114
AKAP5,AKAP5,15114
ZBTB1,ZBTB1,15114
HSPA2-AS1,HSPA2-AS1,15114
HSPA2,HSPA2,15114
PPP1R36,PPP1R36,15115
NUP50P1,NUP50P1,15115
PLEKHG3,PLEKHG3,15116
SPTB,SPTB,15116
MIR7855,MIR7855,15116
RPPH1-2P,RPPH1-2P,15117
CHURC1,CHURC1,15117
CHURC1-FNTB,CHURC1-FNTB,15117
GPX2,GPX2,15117
RAB15,RAB15,15117
FNTB,FNTB,15118
MAX,MAX,15118
MIR4706,MIR4706,15118
RNU2-14P,RNU2-14P,15119
LINC02324,LINC02324,15119
RPL21P7,RPL21P7,15120
RPL36AP2,RPL36AP2,15120
PTBP1P,PTBP1P,15120
MIR4708,MIR4708,15120
FUT8,FUT8,15121
FUT8-AS1,FUT8-AS1,15121
RPL21P8,RPL21P8,15121
MIR625,MIR625,15121
